a	0.64383334	0.29773515	0.29582423	0.69858164	0.333551	0.3241251	0.6478793	0.30523807	0.30409193	0.61355305	0.28194857	0.28324085	0.6112248	0.2840224	0.28728122	0.5828114	0.26386935	0.27058995	0.59971064	0.27423465	0.27822417	0.63169366	0.29193306	0.29206008	0.67048556	0.31679553	0.31037688	0.6619501	0.3081627	0.30601728	0.6549966	0.3059126	0.30269033	0.7661529	0.3722492	0.35646582	0.78879565	0.3792612	0.35993809	0.78099924	0.3790813	0.35942274	0.7207735	0.345069	0.33512753	0.67029864	0.31546038	0.31432104	0.62893426	0.2945671	0.29319638	0.65660185	0.3034848	0.29947048	0.7352346	0.34953475	0.33803362	0.7329586	0.35114694	0.33927447	0.6778951	0.3213446	0.3158883	0.652235	0.3063692	0.30207014	0.60934526	0.2788493	0.28214872	0.5512182	0.2508437	0.26275477	0.4861388	0.20939189	0.23017098	0.5164961	0.22741425	0.24508752	0.45047787	0.18865888	0.21264802	0.42764106	0.17362835	0.20479758	0.44911855	0.18268189	0.21097247	0.4687349	0.20104235	0.22400172	0.46929654	0.19640818	0.22008713	0.51324964	0.22733258	0.24506252	0.5090905	0.2226833	0.23821522	0.46929398	0.19864528	0.22023539	0.41955614	0.1700659	0.20207898	0.38232455	0.15057711	0.18422902	0.3138919	0.10625014	0.15247305	0.27798572	0.086518824	0.13665628	0.2663437	0.079529144	0.13048589	0.20264083	0.041191023	0.10201393	0.14159514	0.009779744	0.072757356	0.08125697	0.0	0.038057476	0.082430676	0.0	0.042414248	0.06378121	0.0	0.030495282	0.061468203	0.0	0.03277317	0.0008500768	0.0	0.005916043	0.0011149421	0.0	0.0037378445	0.0	0.0	0.0	0.0	0.0	0.0
aa	0.27699384	0.084698245	0.13443002	0.27258652	0.084319465	0.13416822	0.27104118	0.077805944	0.13362208	0.37854078	0.14172791	0.17775698	0.4407669	0.18343939	0.2088233	0.42002648	0.1693991	0.19926287	0.4072055	0.16093424	0.19369419	0.4773284	0.2025919	0.22511803	0.5327145	0.23476557	0.24881758	0.6107022	0.27868474	0.28263652	0.65421456	0.30640054	0.30332077	0.6941345	0.33472425	0.32786977	0.66071767	0.30947965	0.30522335	0.63239485	0.28948087	0.2901907	0.69785213	0.33001208	0.32405257	0.7096164	0.34088874	0.33110714	0.6852223	0.32625645	0.31945848	0.71687675	0.3366686	0.32418543	0.80881757	0.3955164	0.37182444	0.7363439	0.35520697	0.34259492	0.65087736	0.30474567	0.30223876	0.65656257	0.30733633	0.30344087	0.5937535	0.2715038	0.27903074	0.66430026	0.3124618	0.3072623	0.65766627	0.30900383	0.3060397	0.65969104	0.3108937	0.30594593	0.585311	0.2648272	0.27177685	0.59984607	0.27542686	0.2792163	0.6186871	0.28355402	0.28729618	0.6435823	0.30187726	0.2997111	0.66582656	0.3082232	0.30549377	0.55889106	0.25833482	0.27013743	0.38254783	0.14890532	0.18195899	0.3921132	0.1518716	0.18672527	0.35149357	0.13689412	0.1735799	0.19886701	0.036430463	0.100120276	0.22032286	0.046032384	0.10657632	0.27447036	0.08030943	0.13380523	0.30726537	0.10271932	0.14911412	0.32010785	0.10731557	0.15095143	0.32920823	0.117771044	0.16153204	0.343771	0.12169987	0.16343477	0.3074154	0.10576529	0.15175536	0.21055451	0.044740293	0.10286701	0.15484922	0.014752332	0.07887767	0.03939296	0.0	0.019002032	0.00061545614	0.0	0.0056517087	0.0	0.0	0.0	0.0	0.0	0.0015781429
aaba	0.3159916	0.10658881	0.15140699	0.38708422	0.1509566	0.18589613	0.4580362	0.19392337	0.21871074	0.46240932	0.19364215	0.21724294	0.43663314	0.18168227	0.20699655	0.44135085	0.1797358	0.2079802	0.46531346	0.19843201	0.22334562	0.4830603	0.20419692	0.2267948	0.5371973	0.23708738	0.25065827	0.5706421	0.25873697	0.2685762	0.6164854	0.28576225	0.28679287	0.7080466	0.33644426	0.3288359	0.76114434	0.3642398	0.34923375	0.7248538	0.34635502	0.33587962	0.67377293	0.3156929	0.3128149	0.69247645	0.33048874	0.32157815	0.68040013	0.32252753	0.31353784	0.73182625	0.3484816	0.3342505	0.78944254	0.3816765	0.3612523	0.77278656	0.37665272	0.36008817	0.6792299	0.3220744	0.315179	0.62428254	0.28983945	0.2903483	0.61189383	0.27993792	0.28446078	0.6093051	0.28181517	0.28314275	0.6068234	0.27997285	0.28340834	0.6064791	0.2810753	0.28459352	0.5782952	0.26314318	0.27111804	0.5245253	0.23621278	0.2520417	0.4740989	0.20281316	0.22596128	0.46627465	0.19727181	0.2202765	0.48359522	0.20483981	0.22586776	0.51816076	0.22559662	0.24177355	0.5221896	0.2314112	0.24634619	0.5503224	0.2439652	0.25520164	0.5133148	0.22643013	0.24478658	0.44595534	0.18546559	0.21094006	0.41361812	0.16562057	0.1968234	0.39935645	0.15730822	0.19048001	0.38919333	0.15239695	0.18618599	0.35260138	0.13097833	0.16998316	0.31363535	0.10694692	0.15313852	0.26187715	0.07317855	0.12520865	0.20984781	0.04467909	0.104976386	0.13683037	0.0017201379	0.067740835	0.08346152	0.0	0.04456361	0.03091896	0.0	0.017497797	0.011186699	0.0	0.00944016	0.008606526	0.0	0.0067150276	0.0	0.0	0.0
aac	0.21548708	0.04864596	0.10654922	0.259604	0.07289553	0.12515111	0.2143017	0.05380135	0.11255552	0.22970967	0.045027584	0.10542281	0.21001418	0.04517158	0.10841275	0.15164222	0.012668077	0.07701189	0.105556995	0.0	0.059822056	0.0035033505	0.0	0.008766569	0.0	0.0	0.0	0.0066477004	0.0	0.00748297	0.37339017	0.10663453	0.15206566	0.39180723	0.15388013	0.18840905	0.38032573	0.14323252	0.18102214	0.3037078	0.10314037	0.14716215	0.3609921	0.13145569	0.17190206	0.38056383	0.14933664	0.18454427	0.41623238	0.16348027	0.19608368	0.5185329	0.22684108	0.24185926	0.5217906	0.22998996	0.24388146	0.43522355	0.17790209	0.20909186	0.5187513	0.2309971	0.24559158	0.49734893	0.21543919	0.23273008	0.46739027	0.19813567	0.2213848	0.4521323	0.18913104	0.21239077	0.44173798	0.18177311	0.2086583	0.43611374	0.18371919	0.21095006	0.4024141	0.15727521	0.18967439	0.50908965	0.21870837	0.23747699	0.49459288	0.21443076	0.23495676	0.5387606	0.240294	0.2522242	0.5445309	0.24256738	0.2546203	0.6927206	0.31908727	0.3067242	0.7582622	0.36492866	0.34764612	0.79674083	0.38697696	0.36549026	0.79438627	0.3869701	0.36606133	0.7877317	0.38246298	0.36189896	0.78239566	0.37988424	0.35926306	0.7750544	0.37517565	0.3557374	0.78121454	0.3781427	0.3586567	0.807019	0.39226562	0.37007207	0.8190872	0.39996332	0.37550533	0.82861876	0.40666056	0.3799101	0.8200633	0.39949876	0.37492353	0.82421553	0.40335476	0.37708205	0.76953214	0.37224126	0.3540851	0.72911865	0.34878767	0.3373533	0.7345044	0.3506655	0.33911008	0.78220195	0.37959218	0.36048383	0.758128	0.366767	0.34988904
aal	0.0076951357	0.0	0.007613877	0.024452168	0.0	0.021983815	0.0692538	0.0	0.03522002	0.06617107	0.0	0.032032155	0.03614853	0.0	0.027366675	0.054842483	0.0	0.035646264	0.10749886	0.0	0.049223673	0.28887326	0.08624296	0.13562533	0.32604817	0.11063744	0.15512678	0.3194181	0.10450374	0.15240619	0.2799948	0.087445065	0.13578403	0.34896138	0.123857334	0.17176054	0.29405034	0.089477666	0.14146918	0.29189184	0.098841004	0.15172885	0.15674134	0.011435766	0.07754246	0.2570676	0.073688455	0.12674202	0.2381277	0.05989109	0.11461438	0.2996427	0.09090544	0.14400318	0.3926215	0.14951323	0.18598099	0.3567733	0.13559939	0.17551544	0.26653337	0.0798476	0.13158025	0.34063444	0.12152812	0.16221555	0.41819414	0.15923947	0.19256009	0.59500366	0.2748711	0.27948403	0.6216063	0.2892683	0.29344064	0.72859687	0.35268772	0.34091598	0.49391302	0.21233718	0.23190792	0.49829468	0.2193652	0.23837267	0.4310846	0.17859812	0.20494805	0.4697627	0.20304033	0.2254628	0.37278304	0.14294036	0.17999904	0.30052182	0.10180552	0.14832056	0.12464215	0.0	0.062386394	0.0565144	0.0	0.030234642	0.09084873	0.0	0.05032676	0.13593593	0.0	0.06267994	0.106169775	0.0	0.049669635	0.25285277	0.066065416	0.12245506	0.23707953	0.06187939	0.11881718	0.16861053	0.019040566	0.07798554	0.10221268	0.0	0.05255643	0.039573483	0.0	0.018550273	0.009216222	0.0	0.012815591	0.011943421	0.0	0.007562304	0.093380615	0.0	0.04464246	0.15035616	0.009821022	0.07435103	0.07308559	0.0	0.03414675	0.009942436	0.0	0.008655568	0.06928229	0.0	0.03341378
aamc	0.046910044	0.0	0.038604822	0.24965732	0.05437605	0.104381084	0.45779142	0.1903158	0.22234982	0.42832977	0.17121023	0.1992053	0.40066424	0.15702713	0.18938746	0.3610754	0.13009322	0.16953434	0.3795183	0.14319275	0.18132208	0.46883377	0.19714874	0.22169055	0.50798506	0.21994601	0.23760198	0.5481076	0.24468629	0.25554207	0.56164354	0.25221545	0.2622582	0.703111	0.3276509	0.3182276	0.79438263	0.3851812	0.36331326	0.80924433	0.39477968	0.37096703	0.8015209	0.38962793	0.36737382	0.81731445	0.39823037	0.3738348	0.83317953	0.4078164	0.38124084	0.8275754	0.40588647	0.37989068	0.82785326	0.40498322	0.37916112	0.82960767	0.4060905	0.37954247	0.8282172	0.40508676	0.37903923	0.83576435	0.4094445	0.38234675	0.82464695	0.402929	0.37769532	0.8332607	0.40813196	0.38114738	0.82793415	0.40597373	0.37978977	0.8260043	0.40391672	0.37843442	0.83414716	0.4086585	0.38176978	0.8352546	0.40934038	0.38220173	0.83499736	0.40921694	0.38212574	0.8337628	0.40868926	0.38175243	0.8137931	0.39961696	0.37390876	0.786014	0.3811211	0.3603413	0.7922242	0.38408816	0.3629046	0.7862838	0.3831945	0.3629548	0.74548846	0.35837972	0.3429345	0.71948373	0.34296346	0.33086562	0.6967779	0.3304507	0.322304	0.6961755	0.3296125	0.32159972	0.7201006	0.34423602	0.33446681	0.705639	0.33549422	0.32596838	0.70193774	0.33341932	0.32446402	0.6680687	0.31441033	0.30990857	0.66725355	0.31457907	0.30953264	0.6576342	0.30839735	0.3050924	0.67455995	0.3178593	0.3121016	0.6742278	0.31950736	0.31297654	0.65061647	0.3016702	0.30000705	0.6733815	0.31648815	0.31138074	0.675876	0.31820935	0.31247318
aame	0.4165763	0.16690613	0.19964585	0.44715205	0.18392816	0.21325952	0.45931056	0.19306044	0.21774496	0.44321898	0.1843826	0.21016301	0.39711252	0.15394557	0.1859078	0.39764872	0.15997645	0.19110201	0.3878204	0.15172265	0.1866805	0.37509292	0.14489599	0.17963871	0.3762695	0.14370295	0.18115366	0.3953173	0.1510707	0.18734665	0.6068108	0.28038973	0.28224093	0.51987344	0.22678655	0.24297734	0.5530404	0.24986835	0.25822476	0.5327343	0.23671056	0.2510836	0.59596246	0.2738703	0.27645785	0.6266631	0.29757726	0.2930715	0.33576778	0.121500924	0.16318306	0.18418156	0.03692867	0.091719225	0.0065131905	0.0	0.007131736	0.009200281	0.0	0.011756913	0.023826111	0.0	0.02470286	0.20608184	0.038598474	0.09988409	0.18779589	0.034736697	0.09171952	0.26319936	0.07294109	0.13291094	0.14162602	0.0	0.09358445	0.19396812	0.02278772	0.08515849	0.61515063	0.27558118	0.29062212	0.5255956	0.24159403	0.2568658	0.33155817	0.11130561	0.16384098	0.3901289	0.14060324	0.1740451	0.64019185	0.2894866	0.2918536	0.726178	0.3422833	0.3282647	0.45256743	0.19196947	0.22649354	0.43822202	0.18392555	0.2133907	0.39981034	0.15499814	0.1890702	0.39807266	0.15860319	0.20078985	0.47754863	0.19010255	0.22517024	0.46425733	0.1931998	0.21837701	0.47128516	0.19345313	0.21864046	0.43235216	0.17474869	0.21069421	0.48557281	0.21106225	0.23085393	0.48189867	0.20505942	0.23170415	0.50986344	0.22418728	0.24158579	0.55763966	0.24683319	0.26163206	0.6641019	0.30499303	0.29771894	0.6943061	0.33307576	0.32427585	0.7558599	0.36590296	0.34628135	0.73515993	0.3492102	0.33730662	0.6524739	0.31051886	0.32289118
aan	0.4738231	0.20013075	0.22250634	0.43371817	0.17904332	0.21044348	0.44513687	0.18225245	0.21073094	0.53508	0.23626842	0.25125653	0.549078	0.24752505	0.2578532	0.46536687	0.20472546	0.22785802	0.2924819	0.09263336	0.14171767	0.30603388	0.10221678	0.14944817	0.26523715	0.07778433	0.13104285	0.24711041	0.06129755	0.11794688	0.21954556	0.0548357	0.108167276	0.19638857	0.03633633	0.09981756	0.19112606	0.027468748	0.0908248	0.17619634	0.025740381	0.09021724	0.49636957	0.18973975	0.21045788	0.6964986	0.33191758	0.32372248	0.7485227	0.36169732	0.34645808	0.78196794	0.37663442	0.35384452	0.7697143	0.37128204	0.35344458	0.7688823	0.37007105	0.35136932	0.707698	0.33786404	0.3266523	0.64724165	0.30461437	0.30242366	0.61221176	0.28103334	0.28547078	0.6858391	0.32403183	0.31535488	0.691071	0.3266012	0.31974703	0.76929516	0.37375444	0.3556667	0.72997034	0.34842432	0.33483738	0.6775106	0.32121587	0.31535167	0.666967	0.3122208	0.30741507	0.65880877	0.31038034	0.3064654	0.71393305	0.33832163	0.32871312	0.65439075	0.31138057	0.30671763	0.50226134	0.21912625	0.23519202	0.36919785	0.14102986	0.17779782	0.4160478	0.16442335	0.19985165	0.45621312	0.1903859	0.21560217	0.55448693	0.2482092	0.2606969	0.52455807	0.23025449	0.24795736	0.47219357	0.20311502	0.22654645	0.32499924	0.119950816	0.1709992	0.2776474	0.08479676	0.13557822	0.14137958	0.0024472717	0.069153	0.16015561	0.01490378	0.07832934	0.07804947	0.0	0.042708125	0.011496314	0.0	0.009390942	0.0391644	0.0	0.014552037	0.068414226	0.0	0.043328278	0.04944152	0.0	0.027352713	0.18860196	0.024526786	0.081688836
aaoi	0.8155271	0.3978505	0.3734696	0.83341366	0.4082973	0.38183856	0.82088923	0.4013638	0.37623066	0.7915626	0.38449562	0.3630287	0.7804687	0.37832242	0.35883445	0.77203524	0.37313956	0.35513866	0.7710598	0.37290543	0.35442966	0.7311204	0.35047638	0.33722496	0.72888833	0.34858882	0.33627874	0.7274824	0.347319	0.3359908	0.70323616	0.33590847	0.32747954	0.70401436	0.33569008	0.32690406	0.71923643	0.34214032	0.3318417	0.72224003	0.3434912	0.33188432	0.7178362	0.34138417	0.33075	0.73450726	0.35293072	0.3398986	0.74102825	0.3555025	0.34129447	0.75600415	0.3629915	0.34646195	0.7672911	0.37034154	0.35361058	0.75088686	0.361578	0.34573925	0.7377279	0.35354412	0.3400597	0.7619493	0.36722994	0.35027277	0.7991957	0.38867515	0.36792296	0.82756776	0.40526342	0.37950987	0.8144699	0.39741665	0.37346667	0.81712145	0.40025824	0.37545025	0.80042815	0.38923943	0.36741328	0.7828235	0.37912458	0.35972792	0.74188346	0.35663992	0.3421095	0.69322056	0.32923096	0.32018256	0.69382864	0.32797134	0.31919807	0.68950814	0.32916147	0.3217408	0.65225846	0.3051532	0.301791	0.65728855	0.3084377	0.30536246	0.6456271	0.30481994	0.3033098	0.578695	0.26411211	0.27120405	0.4601421	0.20259155	0.22616771	0.35470542	0.13390881	0.17359895	0.3960186	0.14894004	0.18636478	0.37760684	0.15093483	0.18278883	0.19012849	0.03458482	0.09875134	0.1966841	0.03013808	0.090575576	0.2113717	0.051025108	0.109795585	0.0	0.0	0.0	0.20613857	0.040205967	0.101790294	0.2759141	0.08046289	0.13387431	0.23363344	0.05596406	0.11619626	0.41953215	0.15409797	0.1980951	0.48034802	0.20867208	0.22581485
aaon	0.70666474	0.33354115	0.3232637	0.68169993	0.3255123	0.31925166	0.6244392	0.29038668	0.2920304	0.6759415	0.31807095	0.31352514	0.60791403	0.2803973	0.28665513	0.57368976	0.2611611	0.2701555	0.6150748	0.28804177	0.2886743	0.58876747	0.2694332	0.27465606	0.6343793	0.29339308	0.29218876	0.65690225	0.3053217	0.30506873	0.6595329	0.31354272	0.3101526	0.758401	0.36562425	0.35168862	0.79875195	0.3858313	0.36429894	0.7656594	0.37013382	0.35310847	0.67614824	0.3267228	0.3212493	0.5700968	0.25746012	0.26940864	0.6109695	0.28348994	0.2859817	0.7009217	0.32669175	0.31839085	0.76073515	0.36657566	0.3522709	0.6847277	0.32991624	0.32372034	0.47785875	0.20888166	0.2283764	0.41405633	0.16449638	0.19306739	0.42809057	0.17111626	0.20366572	0.38513702	0.15052427	0.18270291	0.40385672	0.1590896	0.1934925	0.43667814	0.18217237	0.21054925	0.40290883	0.15576254	0.18804456	0.41451475	0.16919422	0.19903295	0.35815543	0.13227984	0.17403476	0.34973213	0.12990163	0.16884926	0.28139803	0.086928815	0.1376244	0.2875994	0.09504687	0.14334613	0.110309094	0.0	0.055260826	0.10317467	0.0	0.051485177	0.10633381	0.0	0.0537543	0.061740864	0.0	0.029699665	0.05087125	0.0	0.024704609	0.01084873	0.0	0.011959259	0.040818717	0.0	0.021749934	0.0	0.0	0.0	0.00059046224	0.0	0.0050849635	0.0	0.0	0.0	0.0	0.0	9.9524856e-05	0.039733317	0.0	0.01576956	0.11254592	0.0	0.052690838	0.13292205	0.00052417256	0.06385249	0.04967613	0.0	0.028307553	0.040222988	0.0	0.021967823	0.042001653	0.0	0.021392249
